index	question	sentence	label
3226	@YahooNews the police turned it violent. (-_-) I so LOVE the truth in headlines!! (-_-)	 	1
3227	@injuryexpert If I can make it out there, I'd love to have a beer (or ten) and talk baseball. You're a good dude.	 	0
3228	I am 100% sure that the cereal box I just decorated is an accurate representation of how well I know the book.	 	1
3229	Can hear the trainees watching a training DVD while I'm on my break. Sounds fun :p	 	1
3230	Yet another angry #Bluehand moron blocks me after just one tweet :-p https://t.co/sdK34lzWrd	 	3
3231	@Bmatcham94 What's with the ridiculous hashtagging? #massive #twat	 	0
3232	Storm coming! #todayimloving  http://t.co/hsNULfHz8f	 	1
3233	@JaneIsaacAuthor Oh, will keep fingers crossed for you. Sometimes the worse they are, quicker they go #HandyMedicalFact	 	1
3234	I'm so glad that Jonathan Stewart had to have, his best game in 5 yrs against me in fantasy fb playoffs.....  #imout	 	1
3235	For some reason I feel the classiest when I'm wearing $3 fake pearl necklaces. ? Lol	 	1
3236	Had to take a #PatioPics - snow falling still. This was totally clear when I went to sleep. #WCCO http://t.co/uRTI8PuZQZ	 	0
3237	@TorontoPost of course not! Carding? What carding?	 	0
3238	More than word just in this selfie .. The Egyptian legends. |#BestSelfie2014 | http://t.co/p2GgKDT8Vi	 	0
3239	Ohhh the joy of getting pulled over 💚  http://t.co/13fB4tnEi4	 	1
3240	Gotta love when you shake someone's hand and they shiver... It's official, I have death hands and it is now winter! #coldhandswarmheart	 	1
3241	@fredwimpy Can U Help?||More conservatives needed on #TSU + get paid 4 posting stuff like this!||YOU CAN $ TOO! go to http://t.co/JUmMWi0AyT	 	0
3242	Thank God that the wait for an appointment is only until February.	 	1
3243	@artistandsocial @gspyrou WHAT $2 for an app, OUTRAGIOUS ;)	 	1
3244	How in the world will I start my day once Kaitlyn gets tired of #Frozen?   #Idontwanttobuildasnowman #mommyproblems #mommylife	 	3
3245	@Vanetbbi robert is handsome| ugly|#RDJ I love you|#你就算5隔格我都知你讲me ga|#BTW tomtom I love u too	 	0
3246	The fact an officer would threaten to throw a mother in a squad car lamenting over her dying child's wicked/absurd! http://t.co/ORcpnnjZfx	 	0
3247	@JakePlank24 do you not work at the dirty bird no more?	 	0
3248	@ABitOfBlossom @DVATW @LBC For having union representation for decades, teachers' pay still sucks and is shorted by dues.	 	1
3249	And here we gooooo.....LOL #calledit #bandwagon #Houseisafeeling #EDUCATE yourself kids https://t.co/HP0JtlpfYQ http://t.co/rGkVlsM9JN	 	0
3250	been about you and I'm still about you	 	0
3251	Wondering weather to have a few drinks tonight or not 🎅🎁🎁🎄	 	0
3252	Going to watch a movie about murder. Merry christmas ;)	 	2
3253	And after being up for over 24 hours I'm finally getting some freaking sleep.. #HappyHolidays  #AlwaysWorking	 	1
3254	Obviously my day is going to go fantastically well	 	1
3255	@TonyGrossi there is no way you could mean that. no track record whatsoever	 	3
3256	Casual stroll with lauralobaugh   Rochester  #FunInTheSun @ Key West Islands - Florida (U.S.A.) http://t.co/G24gAzZib1	 	1
3257	Coffee and prioritizing the mess that is me; trying to be #grown but clearly I am	 	0
3258	LOL actually all 3 are, but i use 1 just for email @TimOwensby @RBRNetwork1 @Dolphin__Man @TheOldBreed1775 @real_smart_guy3	 	0
3259	Christmas is less than a week away wtaf	 	0
3260	Making a pair of lungs out of all the tobacco boxes I've collected for my sculpture project  http://t.co/giQMuIzgvE	 	2
3261	@SocialNetNanny @jamieyuccas but $7 at a big guy like sephora or Jcpenny is killer!	 	0
3262	Q: What is slower than Pakistan batting?|A: PTCL Evo #pakvnz	 	0
3263	I've completed Day 3 of the 30 Day Ab Challenge workout. Join me and download the app at http://t.co/hHAo6MR8v3.	 	0
3264	soon, stop, wtf, and omg are deff my fav things to hear 😂	 	1
3265	@TopspinMonkeys Merry Christmas to all at topspin monkeys! Hope you have great holidays and are ready to train for the New Years! X	 	0
3266	How much more stupid can people get..? http://t.co/3ucNqeRUdS	 	0
3267	Difficult And Happy in life should be enjoyed. Because Life Comes Just Once. So He Went. So He Will Not Be Back. || so ez	 	0
3268	What a difference 4 years makes #bestfriends  #changed #one #bit @lauratownx http://t.co/slHNHmNoxH	 	0
3269	😂😂 I'll let you and BB know how I get on xx	 	0
3270	@afterglide definitely consult a tax professional on that one.	 	0
3271	Free Dating and Relationships Books #freebiebookdownload http://t.co/qcVGJ0mIFn #GreenLiving	 	0
3272	#Fact: #StarTrek adult onesie meets clothing requirements 4 Walmart employee. Just put on yr vest & a smile.  http://t.co/2RhG2iJjNB	 	3
3273	@ja3 depends who you mean by "you" cause everyone is different	 	0
3274	today is just starting out fabulous	 	1
3275	Who wanna hit the slopes? http://t.co/thjIfVDMIA	 	0
3276	Be Blessed friends. Merry Christmas to all!	 	0
3277	A colleague just told me that her uncle was duped in acid by Saddam Hussein's thugs.  your usual office banter	 	0
3278	Kiwi Heineken? - Drinking a Steinlager Pure by New Zealand Breweries Limited @ Raglan Golf Club -- http://t.co/SUz3FBfxlK #photo	 	0
3279	It's funny to think that there are literally books out there for whatever you want to do in life (be a... http://t.co/0lXFKhvSZM	 	0
3280	This is a great time for me not to be feeling well...  😒	 	1
3281	@jenditchburn because it's much more important to unilaterally remove restrictions on oil and gas sector.	 	1
3282	I have so much to do before tomorrow so I think maybe I'll take a nap?	 	0
3283	@jimrome Product of Aaron Rodgers. Eric Decker was pretty good last year too. It's situational. When Jordy cashes in, he'll be a non-factor.	 	0
3284	How did I miss that there was a Taken2?	 	1
3285	What a pleasant way for Minneapolis' most prestigious publication to describe its female audience.  http://t.co/5Gxuq6WDJk	 	1
3286	Wow I just can't wait for all the #newyearnewme posts 😂😂😂	 	1
3287	That moment you drop your phone right after your kid gives you a case for Xmas but before it's actually opened and put to use.	 	2
3288	YOU>@RBRNetwork1< DO NOT represent ALL blacks in fact, most reject you @Anan_VII @JoeHilgerman @1_Free_Man @ABPT_Rocket	 	0
3289	I fell asleep posting my last post.	 	2
3290	I guess I'm dreaming. How else am I able to visit this site. Guess they won't let a prisoner have a phone right?	 	0
3291	@McDonaldsUK how do I give feedback on some food I've just.  happy	 	0
3292	@andrewannun damnit dude I'll see you when I get back though	 	0
3293	@Tara_KnowlesMD // LOL...Apparently I leave a big impression.	 	1
3294	FIND SXY LOV ON YOUR MOBILE >>> http://t.co/CsOsXXzZ6n!  #twink #engine #goldenkrust #greensmoothiegirl	 	0
3295	#MuslimApologies – 10 Tweets that Explain What Muslims Should be Sorry for! http://t.co/wvPzLblVGL	 	3
3296	@JenniferAldredx yeah I did, because it didn't show the convo and stuff, was gonna text it you but NO :)	 	0
3297	@vincent_h3 At 2:30am? Who's gonna favourite it? An owl?	 	0
3298	Wasn't the playoff supposed to make this process easier?? #NCAA	 	0
3299	Same as what Whoopi said about rape of 13 yo by Roman Polanski. Not "rape rape" b/c she was drugged. http://t.co/q0a0PWMghK via @JustJared	 	0
3300	@JhaSanjay Those who failed to develop hair on their bald hear are talking abr development	 	2
3301	So glad i work mornings now	 	1
3302	Preparing some sample answers for the rehearsal exam qs for Digital Media with Google Drive, I'm so technologically advanced..	 	1
3303	Casual meal with a mate, didn't turn out as expected! #disappointed!	 	0
3304	Lucky I've finished all my coursework, revised super hard and feel super healthy. Two words...loving life.	 	1
3305	Hahahhaha that really made me jelouse	 	1
3306	@heidimoore @DonnaAlward @jennabb I'm trying to decide if that cover says "lonely widower' or not.	 	3
3307	just another day as a lovely comcast subscriber.   #neverworks  @ComcastMike @comcast @XFINITY http://t.co/589EfOnRdB	 	1
3308	@LaurenDye2 iv not even started😩 think I'm just going to get the parents and babies something, the fam is multiplying too quickly 😔	 	0
3309	#Happy young chap  ashamed of my God and my savior #spreading the word of God n life of Christ #successful entrepreneur #MindOfGod	 	0
3310	Mondays are fine. It's your life that sucks.||It's the first day of class and you see that ... Ugh? Face?|#UrsulaOnAMonday|#wow	 	1
3311	glad to just find out we had a quiz due yesterday and I didn't even know thanks for the notification blackboard	 	1
3312	New England (-11.5) over New York Jets; Pittsburgh (-2.5) over Kansas City; Carolina (-4) over Cleveland.	 	0
3313	#GuruMantra for #success. #entrepreneur #startup http://t.co/6MU1xauCZM	 	0
3314	Wow I'm seriously dying here 🙈🙈	 	0
3315	You can have the prettiest face in the world but stretch marks will ruin it all for me.	 	0
3316	@byrddddddd no but i followed you and i saw you posted that so i thot i might add on.....sorry	 	0
3317	@kayleighjr Todd is love, Todd is life	 	1
3318	Twitter Keeps Insisting I Follow Someone Who I Rather  . . 😕	 	0
3319	It's currently Fair and 4℃ outside.	 	0
3320	@sashadaisical @JOJEHARVEY definitely the latter : o	 	0
3321	@robfit clever you!	 	1
3322	@djaznh @cnsnews @klshrews2 Obama , like DiFi with #TortureReport is using the 'scorched earth" method.#tcot	 	0
3323	@BudweiserIndia @EVC_India |Here we are all alone |You and me, |Privacy |And we can do anything |Your fantasy ||#GetMeToEVC	 	0
3324	@Will_Fuller7 @C_Breezy2k12 14-0 but it's not that close.	 	0
3325	Ah @tonyblackburn soul show making my Sunday morning at work more bearable #cold yet #happy	 	0
3326	@Wields Ill see you in the Finals	 	3
3327	I'll go to Hawaii!|Bye Bye my friends! I'll be back😁😁#Hawaii#trip#with#myfamiry#because#girlfriend http://t.co/4eR9E8Nxde	 	0
3328	 : #BlackOnBlackCrime comitted by|#BlackLivesMatter #Protest in #FERGUSON ?|http://t.co/SEPGzy9Bzb|Post RTs @|http://t.co/OXybfwwWb6	 	0
3329	#Sometimes the best thing you can do|is to not think, worry, obsess.|Just have faith that everything will|work out for the #best.	 	0
3330	well I clearly wrote that last tweet	 	3
3331	@goodgary99 okay went to court the case got adjourned till January.. My backs been playing up so in some pain 😩 wbu? X	 	0
3332	@MiriamMockbill must b in the #blood lol x	 	0
3333	Not a strong showing for Pittsburgh sports this weekend. Thanks @steelers and @GoPittFootball for great seasons! #stillafan	 	0
3334	HELLO Sunday! BY THE WAY IT'S December 28, 2014 at 02:15PM! (just a random information)	 	0
3335	@mathowie watch 1 & 2 and then watch 3 another time	 	0
3336	Cannot wait to be home but gonna miss alot of people 👎 ah roll on the new year 👍 #sligowillbehithardagain	 	0
3337	@GeneralBoles #ISIS flag above "Merry Christmas" is just to much #blackHumor and  .. prayers to hostages!!	 	0
3338	I'm going to call today's commute "quality time" w/ my mini. 1 hour & 40 minutes of "quality time." Thanks DC rush hour! #Optimism	 	1
3339	@PeddRaam yeh but its still unclear you know.	 	1
3340	Feeling the irony of using  to find people ironically using the work irony wrong. #metahipster	 	2
3341	@thegameawards Is Naughty Dog going to be there? #TGA	 	0
3342	The oh-so-classy [] @SamuelLJackson also belittled the #ALS #IceBucketChallenge in his disgusting little video.||#NotInMyWallet	 	1
3343	@FUCKCRUCIFIX: COD AW SERVERS #OFFLINE	 	0
3344	Wow Tim Hortons Cobourg is really on their A game today	 	1
3345	Haven't been to sleep. Feeling AWESOME.	 	1
3346	@Bungie @DestinyTheGame thanks for plan c two weeks in a row! Getting rid of exotic engrams is also an amazing move!	 	1
3347	It's funny because your a fake ass bitch :) #yourAtruefriendtoher	 	1
3348	If there was no #CFBPlayoff this year, would there really be an argument against #ALAvsOre for a #NationalChampionship? Shouldn't be.	 	3
3349	There was a shooting in my old neighborhood where my family lives. Praying everyone is okay and stays safe ❤️	 	0
3350	It's always nice when a teacher doesn't leave lesson plans for their sub...	 	1
3351	Dont you just love Captchas?	 	1
3352	Yeah Hastings, Rose, Bird and Beer is a much better 8-11 than Richardson, Zampa, Laughlin and Tait.	 	1
3353	amazing how they are the one doing the ignoring, and think they are set free @dragon1973mm @ILOVEBLACKMEN01 @ILoveBlackMen	 	0
3354	Quick feet in slow motion ! Never stop loving , knees high , arms moving ! Still a lot more to be done... http://t.co/7dwc6HLolN	 	0
3355	Wish I was still in bed with @BlakeNath 💗#ICouldSleepForeverRightNow 🔫😞	 	0
3356	Working cart today..gonna make that money! . 35 golfers all day 😒🔫	 	1
3357	@BobBlankenheim yeah. I hated it. :)	 	0
3358	Favorite @Singleology101 if you love Romance Novels. http://t.co/zNVC7fpIFf #Love #Drama #Romance	 	0
3359	@Hozier - absolutely love this song! #CantStopSinging http://t.co/wYwfUu02i6	 	0
3360	@restlessduncan @SR_Duncan Yes I remember a little. But then an entirely new lineup came in? Is that what happened?	 	0
3361	Yeah this is so cool just fucking woke up	 	1
3362	@ae_g_i_s nice, lazy search in google scholar couldn't find a free copy - openaccess for the win	 	1
3363	@FoxNews Feds doing studies of gays as if they are a different species. Add word lesbian before your study and double your grant $$.	 	0
3364	Well. If it's not one thing it's another. But hey why not a like new exhaust. #pissed  #GRRRR	 	3
3365	#elf #why not  moving http://t.co/ZcrJaOwPqZ	 	0
3366	A maths tutorial is exactly what I need right now  #lol #struggle #uni	 	1
3367	A strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk "still time for grumpy to return	 	1
3368	I have a small jacket on , with a big coat for later , I'm back at the train stn going back into town  , work Xmas do #joy	 	1
3369	I swear the biggest tools are those who wear a belt even though they're wearing suspenders. Pick one or the other, can't do both	 	0
3370	@BBCNormanS @edballsmp That's going to stand him in good stead as. #chancellor. |.	 	1
3371	🎉It's Monday! 🎉	 	1
3372	I hope we get an ice palace and an invisible car #SPECTRE	 	1
3373	Yay time to clean....  so tired	 	1
3374	@NCgunoholic ready for Jeb  and first female #POTUS	 	1
3375	This week just keeps getting better and better	 	1
3376	@BestProAdvice @IntThings More clean OR cleaner, never more cleaner	 	0
3377	I can't stop laughing at this. The fact that they specialize in "Viral Marketing" is especially amusing. ... http://t.co/9wJFiQ6wmk	 	1
3378	One more week then back to Sudbury I go!❄️ @ Lake Nepahwin http://t.co/yHuJWuT8KQ	 	0
3379	@hollis51 gerrymandering neither party will give up. It is not hard to be an informed voter.#Ferguson	 	0
3380	@Neilby70 @ParkzTheDon @TonyBrown03 @goodgary99 @GazTheGooner84 @LosDaGooner nice what you cooking me😜😜	 	0
3381	Saying No to Them is the first way you say yes to yourself.	 	3
3382	I'm really talkative at night but no one is up to talk	 	2
3383	@ref_kartik @SEXSTROLOGY @mikhil_nayyar first line is correct!! Can't say about the latter one!! 😁	 	0
3384	A £718 phone bill is a lovely email to wake up to	 	1
3385	stop subtweeting 😉	 	0
3386	Hmm. Training for encouraging motivational change tonight. Don't know if I can be bothered to go.  #burnout	 	2
